date,name,post_code,lon,lat,rating
2018-08-16,Eats'n'Bits,W13 9QU,-0.31507700681686,51.50049972534180,4
2018-08-16,Eden Fitness,W5 2SP,-0.31270098686218,51.51255416870120,4
2017-02-23,Edward Betham CE Primary School Breakfast Club,UB6 9JT,-0.34957200000000,51.53468500000000,5
2019-03-26,Edwards Language School,W5 3TJ,-0.29763120000000,51.51303680000000,Exempt
2019-08-08,Eggfree Cake Box,W13 9BP,-0.32587390000000,51.50962130000000,5
,Eighth Level,UB2 4XE,-0.35378870000000,51.50719280000000,Exempt
2018-05-04,EK,NW10 6HJ,-0.26392099261284,51.52953720092770,5
2019-03-15,El Gringo,,,,5
2018-06-18,El Toro Loco,W5 2NX,-0.30192480000000,51.51577880000000,3
,Elaina's Cafe & Bakery,W3 6QX,-0.26792950000000,51.50692790000000,AwaitingInspection
2019-05-15,Element Coffee,W13 9SJ,-0.31508270000000,51.49940430000000,5
2018-07-27,Elena's Homemade Cakes,NW10 6HJ,-0.26392099261284,51.52953720092770,4
2018-09-25,Elior At Chestnut Lodge Nursing/Care Home,W5 1SL,-0.30839747910975,51.52293946843990,4
2018-11-13,Elior At Elm Lodge Residential Care Home,UB6 9UG,-0.37000000000000,51.53436800000000,5
2019-09-04,Elior At Hanover-Moorlands,UB5 5FD,-0.38345800000000,51.54141650000000,5
2019-07-22,Elior At Tesco Fulfilment Centre,UB6 0TP,-0.35150900000000,51.54652800000000,3
2019-04-10,Elior Contract Catering At Martin House,UB2 4RP,-0.37331800000000,51.50195200000000,5
2019-03-13,Elior Contract Catering At The Heart Space,W5 5RF,-0.30468840000000,51.50656550000000,4
,Elior UK At Babcock Park Royal,NW10 7PA,-0.27204200625420,51.52750778198240,AwaitingInspection
2017-01-16,Elite Catering,W5 2HS,-0.29760300000000,51.51975300000000,5
2019-03-26,Ellen Wilkinson High School,W3 0HW,,,5
2017-03-25,Elmshaws,UB2 5DD,-0.38991500000000,51.50157000000000,Exempt
2016-02-22,Elthorne Sports Centre,W7 2AH,-0.33215490000000,51.49981910000000,Exempt
2019-07-11,Elves And Ovens,NW10 6HJ,-0.26392000000000,51.52953700000000,3
2017-10-21,English Butcher,W3 6AY,-0.26538950000000,51.50854500000000,3
2017-03-04,Enrgym,NW10 6FF,,,4
2018-10-30,Eram Shishlik,W13 9BD,-0.31463000000000,51.51142900000000,4
2016-01-13,Esquires Coffee House,W3 6BT,-0.26105500000000,51.52302100000000,5
2019-03-13,Esso Mead Service Syation,UB6 9RP,-0.37112140000000,51.53230760000000,5
,Esso Southall,UB1 3DD,-0.35110900000000,51.50932200000000,AwaitingInspection
2016-03-21,Eurest At Ultra Electronics/Sonar Systems,UB6 8UE,-0.36321730000000,51.54123490000000,5
2019-03-22,Eurest Food Services At Metroline Bus Depot,NW10 4XB,-0.24717600000000,51.53306500000000,3
2019-03-26,Eurest Staff Restaurant At River Island,W5 1DT,-0.29808700000000,51.53189000000000,4
2019-08-23,Eurest Staff Restaurant At West World,W5 1DT,-0.29808801412582,51.53189086914060,5
2017-08-11,Euro Food & Wine,UB1 2HD,-0.36467700000000,51.52505110000000,4
2017-10-23,Euro Food & Wine,W5 5RG,-0.30475630000000,51.50590100000000,4
2018-08-16,Euros,W7 2DG,-0.33775907742653,51.50832586980030,3
2018-08-16,Euro's,W13 9QU,-0.31504390000000,51.50045580000000,4
2017-08-14,Euro's,W5 4QJ,-0.30673170000000,51.50042610000000,4
2017-01-09,Eurozone Grocery,UB6 8PP,-0.34703970000000,51.54155670000000,5
2019-05-22,Eva Catering At West Middlesex Golf Club,UB1 3EE,-0.35440900921822,51.51292800903320,3
2017-10-20,Everfresh Corner,UB2 5PW,-0.38479540000000,51.49711180000000,4
2019-07-09,Evergreen,UB6 0HY,-0.33713300000000,51.55540000000000,2
2018-03-26,Everybody Loves Food,NW10 6HJ,-0.26392000000000,51.52953700000000,5
2018-08-16,Everyone Active,W7 3BE,-0.33826400000000,51.51380700000000,5
2019-02-09,Everyone Active,UB5 4AB,-0.36940200000000,51.54909000000000,3
2018-08-16,Everyone Active,UB6 8TJ,,,5
,Exchange At The Collective,NW10 6FF,-0.25036760000000,51.52900490000000,AwaitingInspection
2019-04-02,Exotica Pizza & Bites,UB6 8PX,-0.34656120000000,51.54202650000000,2
2018-05-01,Expresso Kebab,W7 3SU,-0.33676698803902,51.50862503051760,4
2019-08-28,Ezo Japanese,W3 6AX,-0.26672000000000,51.50842080000000,5
2018-08-16,F&B Food And Wine,W4 5DG,-0.26552100000000,51.50182000000000,3
2019-07-10,Faanoos Restaurant,W5 5AP,-0.30575370000000,51.51241700000000,5
2018-04-21,Fab Fairies And Wicked Tarts,NW10 6HJ,-0.26392000000000,51.52953700000000,5
2018-03-05,Fade To Black,W7 3SU,-0.33676698803902,51.50862503051760,4
2018-04-13,Fair Food & Wine,W13 0LH,-0.32103120000000,51.51394940000000,4
2018-03-22,Fairway Pavilion,UB1 3EE,-0.35440900921822,51.51292800903320,2
2019-05-09,Falafel And Hummus,,,,5
2017-04-26,Falafel Box,,,,5
2018-11-08,Falafel Dan,W3 9BH,-0.27602740000000,51.50846800000000,3
2018-06-12,Famous Pizza And Flying Noodles,W3 6ND,-0.26584900000000,51.50647300000000,3
2017-08-19,Farm W5,W5 5DA,-0.30525100000000,51.51081800000000,5
2019-04-16,Farran Cafe,NW10 6TD,-0.25845700000000,51.52575100000000,3
2019-04-04,Fawanees Restaurant,W5 1DP,-0.29569150000000,51.53371830000000,4
2019-08-08,Feast Catering,NW10 6TD,-0.25845700000000,51.52575200000000,4
,Fed & Watered,W3 6EB,-0.26540700000000,51.50884200000000,AwaitingInspection
2018-02-19,Fed & Watered,W3 9DJ,,,3
2018-10-15,Field's,W3 6BS,-0.27054450000000,51.50827040000000,4
2018-11-05,Fields Acton At The Questors Theatre,W5 5BQ,-0.30967600000000,51.51171700000000,1
2018-08-16,Fields Food & Wine,UB5 4RU,-0.35075760000000,51.55121270000000,5
2018-01-16,Firebrand Fresh,W3 6RT,-0.26297700405121,51.52098846435550,4
2017-04-11,Firezza Pizza Express,W5 5AP,-0.30575670000000,51.51233610000000,4
2019-06-18,First Stop Cafe,UB6 8UH,-0.35863760000000,51.54306830000000,2
2019-04-09,Five Guys,W5 2NT,-0.30257600000000,51.51470900000000,5
2019-01-24,Flame And Fire,W5 4QP,-0.30548460000000,51.49792620000000,5
2019-07-16,Flames Foods,NW10 6EU,-0.26281550000000,51.52847040000000,1
2017-04-12,Flaming Cow,W5 5AS,-0.30563940000000,51.51200170000000,5
2019-03-14,Flavourtown Bakery,NW10 7PR,-0.27190500497818,51.52808380126950,5
2017-03-28,Flourbowl Cakes,,,,5
2016-01-15,Flying Tiger Copenhagen,W5 5JY,-0.30300700664520,51.51279830932620,Exempt
2018-11-06,Folvark Restaurant,W5 5LL,-0.30182740000000,51.51103830000000,2
2017-01-31,Food & Wine,W3 6LE,-0.26682320000000,51.50683960000000,5
2017-10-12,Food For Thought,NW10 6TD,-0.25845700000000,51.52575200000000,5
2018-06-06,Food Palace,W3 9NJ,-0.27154920000000,51.50837510000000,4
2018-07-12,Foodees Smart Food Shopping,W13 0TL,-0.32805630000000,51.50984130000000,4
2018-08-16,Foodstore,W3 8RF,-0.27602110000000,51.50214610000000,5
2017-09-28,Fooodlife,NW10 6HJ,-0.26392099261284,51.52953720092770,5
2019-03-07,Fortuna House,UB6 0HY,-0.33689060000000,51.55572030000000,0
2016-01-18,Foxtons,W5 3TA,-0.30007100105286,51.51387023925780,Exempt
2019-03-27,Fragola,W3 6LE,-0.26675120000000,51.50683850000000,5
2017-12-20,Franco Manca,W5 2XA,-0.30689270000000,51.51317980000000,4
2018-05-22,Frank's Cafe,W3 6BS,-0.27038500000000,51.50829500000000,3
2019-08-07,Fratelli,W3 7RD,-0.25607570000000,51.50640160000000,2
2018-06-28,Freddys Wine Bar & Armenian Restaurant,W13 9RR,-0.31791320000000,51.50352750000000,3
2017-02-07,Frederick James Cooper,,,,5
2018-04-12,French-Baked,,,,5
2018-06-06,Fresh And Delicious,W3 0BU,-0.26558500000000,51.51932990000000,5
2019-08-13,Fresh Fitness Food,NW10 7PR,-0.27190500497818,51.52808380126950,4
2016-01-14,Fresh Line,UB2 4DG,-0.38224820000000,51.50150990000000,4
2019-03-20,Fresh Produce,UB1 1LP,-0.38269299268722,51.51185607910160,2
2018-09-24,Freshly Nosh Cafe,NW10 6HJ,-0.26690640000000,51.52839260000000,4
,Fritterley,,,,AwaitingInspection
2019-02-19,Fruit And Veg Stall (Outside),UB2 4DG,-0.38228050000000,51.50141150000000,5
2018-02-26,FudgeNSprinkles,,,,5
2018-03-23,Fushi,W3 8DH,-0.27343690000000,51.50113690000000,4
2015-09-24,G & H Newsagent,W7 2DG,-0.32544130000000,51.49666600000000,5
2019-04-02,G H Baxter,W7 3DA,-0.34040500000000,51.52216540000000,4
2018-05-02,Gabar's Store,UB1 1NB,-0.38635650000000,51.51246530000000,1
2019-01-07,Gail's Bakery,W5 2TD,-0.30814701318741,51.51332473754880,5
2018-08-30,Galaxy Burgers & Kebabs,UB5 5BJ,-0.37304760000000,51.54501340000000,3
2019-01-31,Galicja,W13 8SB,-0.31891390000000,51.51117640000000,3
2018-05-15,Galicja Polish Shop,W4 1LZ,-0.25588000000000,51.49643490000000,3
2018-07-24,Galium,NW10 6TD,-0.25845700000000,51.52575100000000,4
2017-10-30,GAME Retail Limited,W5 5JY,-0.30300700664520,51.51279830932620,Exempt
2017-02-02,Gary Mawson,,,,5
2017-08-16,Gary's Fish & Chips,UB6 9SP,-0.36108600000000,51.53553100000000,5
2019-04-10,Gary's Pizza And Chicken,UB2 5HE,-0.38652470000000,51.50036390000000,1
,Gastrolicious,,,,AwaitingInspection
2018-02-19,George & Dragon,W3 9DJ,,,5
2018-10-09,Georgian House Nursing Home,W13 9PU,-0.31437340000000,51.50691180000000,5
,Georgia's Kiddie Deli,NW10 7PR,-0.27277800000000,51.52807790000000,AwaitingInspection
,German Doner Kebab,W13 0SU,-0.32101430000000,51.51088270000000,AwaitingInspection
,Get Burger,UB2 4BG,-0.38080390000000,51.50323450000000,AwaitingInspection
2019-02-26,Gifford Preschool And Afterschool Club,UB5 6BU,,,1
2019-02-12,Gifto Lahore Karahi,UB1 1NN,-0.38347840000000,51.51234470000000,2
2018-11-01,Gifty's Kitchen,,,,5
2018-08-16,Gill Chemist,UB2 4EA,-0.37908660000000,51.49884050000000,Exempt
2018-08-16,Gill Chemists,UB2 4DG,-0.38239020000000,51.50116120000000,Exempt
2019-03-26,Gill's Food And Wine,W4 5DL,-0.26496020000000,51.49974390000000,3
2019-03-26,Gill's Food And Wine,W4 5HW,-0.26421400904656,51.49832916259770,2
2018-09-20,Gin And Juice,UB1 1LW,-0.38171680000000,51.51162800000000,Exempt
2017-11-07,Ginger & Moore,W5 2AA,-0.30463001132011,51.51412582397460,5
2017-03-28,Ginger & Parsley,NW10 6HJ,-0.26392000000000,51.52953700000000,5
2018-10-17,Ginni Enterprises,UB2 5BB,-0.38371290000000,51.50409300000000,4
2018-08-16,Glad Traders,UB2 4BG,-0.38104100000000,51.50304890000000,4
2018-08-16,Global 4 Seasons,W3 6QS,-0.27099310000000,51.50745870000000,3
2017-03-15,Glow Bar,W5 2PJ,-0.30056570000000,51.51434730000000,4
2017-08-16,GMS Food And Wine,W4 1AG,-0.25804200768471,51.50224685668950,4
2018-04-10,Goldbadge,UB1 2NP,-0.37195480000000,51.53036790000000,5
2018-10-24,Golden Crust,UB5 4RR,-0.35031030000000,51.55201580000000,2
2019-05-15,Golden Dragon,W5 1QX,-0.31387650000000,51.52621140000000,5
2018-05-09,Golis,UB2 5AB,-0.38444150000000,51.50223260000000,3
2017-03-10,Good Good Yum Yums & Mama Shamba,,,,5
2017-01-13,Good Grain Bakery,W3 6RT,-0.26180190000000,51.52090910000000,5
2016-02-16,Goodies,W3 7DD,-0.24972570000000,51.51492190000000,5
2018-05-14,Goodwill Tradings,UB5 4RR,-0.35024640000000,51.55218570000000,4
2018-03-08,Gorgeous Cakes By Sonata & Zydra,,,,5
,Gorilla Grill,W3 6RT,-0.26297700000000,51.52099000000000,AwaitingInspection
2019-01-28,Gourmandise,W5 1ET,,,3
2019-08-27,Gourmet Brothers,W7 3SH,-0.33740100264549,51.50744628906250,5
2019-02-06,Gourmet Burger Kitchen,W5 2NX,-0.30191240000000,51.51572470000000,5
2018-10-30,Grand Bar Restaurant,W13 9AU,-0.31644860000000,51.51120400000000,5
2019-03-22,Grange Childens Centre,W5 4HN,-0.30498830000000,51.50275700000000,Exempt
2017-09-02,Grange Lodge Hotel,W5 5BX,-0.30200350000000,51.50940430000000,5
2018-11-06,Grange Montessori Nursery,W5 5QN,-0.30421200394630,51.50986862182620,5
2019-03-25,Grays Corner Cafe,W7 3TB,-0.34039010000000,51.50830780000000,1
2018-02-08,Greasy Goose,,,,5
2017-05-22,Greek Delicatessen/Olive's Farm,UB6 0AL,-0.34902100000000,51.54355300000000,5
2018-11-19,Greek Olives,,,,5
2017-03-10,Greek Primary School Of London Canteen,W3 9JR,-0.27388600000000,51.51190700000000,4
2018-09-27,Greenfields Nursery School,UB2 5PF,-0.38725399971008,51.49778366088870,5
2017-01-31,Greenford Chemist,W7 3DA,-0.34070900000000,51.52269000000000,Exempt
2018-08-16,Greenford Conservative Club,UB6 8PY,-0.34787060000000,51.53812430000000,3
2017-10-30,Greenford Convenience Store,UB6 9PR,-0.35292660000000,51.52789020000000,5
2018-08-16,Greenford Express,UB6 8PP,-0.34698040000000,51.54160080000000,3
2018-08-16,Greenford Express,UB6 9PN,-0.35499670000000,51.52805410000000,4
2018-10-23,Greenford Fish & Chips,UB6 9PN,-0.35596880000000,51.52828350000000,4
2018-01-31,Greenford Fresh Fish,UB6 9QA,-0.35485050000000,51.52851060000000,1
2017-02-28,Greenford Gospel Church,UB6 0BB,-0.34445900000000,51.54883900000000,4
2018-07-05,Greenford Grocers & Punjab Meat Shop,UB6 8QY,-0.35231670000000,51.52841210000000,3
2017-08-09,Greenford Halal Meat,UB6 9QA,-0.35483120000000,51.52864530000000,4
2016-04-19,Greenford Hall,UB6 9QN,-0.35757400000000,51.52870100000000,5
2018-07-13,Greenford Kebab,UB6 9PN,-0.35572510000000,51.52824410000000,4
2019-02-28,Greenford Park Community Hall,UB6 9BX,-0.35606870000000,51.52030870000000,Exempt
2015-10-02,Greenford Park Service Station,UB6 9BA,-0.35471000000000,51.52161150000000,5
2019-02-06,Greenford Tandoori,UB6 9BG,-0.35133840000000,51.52715740000000,2
2017-03-08,Greenford Tennis Club,UB6 9QY,-0.35807600000000,51.53198100000000,5
2017-10-30,Greenford Wine Mart,UB6 9PH,-0.35354280000000,51.52759310000000,5
2017-09-02,Greenford Wines & Groceries,UB6 8RF,-0.34858220000000,51.53360220000000,3
2019-02-16,Greenford Zabka,UB6 0HL,-0.33898890000000,51.55117270000000,3
2018-09-11,Greenleaf Catering & Event Management,UB2 4SE,-0.36404000000000,51.50607000000000,5
2019-01-10,Greenock Cafe,W3 8DU,-0.27210800000000,51.49894120000000,1
2019-07-15,Greens Grill,UB2 5HQ,-0.38779730000000,51.50022850000000,1
2016-02-27,Greggs,W5 2NL,,,5
2019-05-21,Greggs,UB6 9PR,-0.35274600982666,51.52785110473630,5
2015-12-16,Greggs,UB1 1JY,-0.37786820000000,51.51124210000000,5
2017-10-27,Greggs,W3 7DD,-0.24964960000000,51.51465100000000,5
2017-11-14,Greggs,W13 9BP,-0.32519370000000,51.50970150000000,5
2017-10-23,Grill My Cheese,NW10 6HJ,-0.26392099261284,51.52953720092770,5
,Grill Shack Tiki Bar,W3 7SH,-0.24741030000000,51.50653330000000,AwaitingInspection
2017-07-20,Grillville,W5 1QP,-0.31293070000000,51.52644960000000,5
2018-08-16,Grosvenor House Social Club,W5 5EX,-0.30588360000000,51.50542270000000,5
2018-08-16,Grosvenor Public House,W7 2DT,-0.32764980000000,51.50677800000000,4
,Ground's Cafe,UB2 4BJ,-0.38100999593735,51.50242614746090,AwaitingInspection
2018-10-02,Grove,W5 5QX,-0.30514499545097,51.51033782958980,5
2017-03-28,Grove Gospel Hall,W5 5DX,-0.30311000000000,51.51071000000000,Exempt
2019-01-28,Grove House Nursery,UB1 2JL,-0.37200099229813,51.51305007934570,5
2019-06-18,Grunchys Grill,UB6 8HN,-0.33338280000000,51.53445730000000,4
2019-04-12,GRYF,W5 5PD,-0.30088698863983,51.51285934448240,4
2017-11-21,Gu Choki Pan Japanese Micro Bakery,,,,5
2019-08-06,Guasacaca London,NW10 6TD,-0.25845700000000,51.52575200000000,3
2019-04-02,Guilt Free Cakes,,,,5
2018-11-21,Gujarati Womens Association,UB2 4BQ,-0.38191600000000,51.50247600000000,4
2019-06-19,Gurdwara Guru Nanak Darbar London,UB2 4DQ,-0.38274800000000,51.50053600000000,1
2019-03-27,Gurdwara Miri Piri Sahib,UB1 1NF,-0.38835400342941,51.51275253295900,1
2019-07-03,Gurdwara Sri Guru Singh Sabha,UB1 3AG,-0.37786900997162,51.50690841674800,2
2019-07-31,Gurdwara Sri Guru Singh Sabha,UB2 4NP,-0.38082298636437,51.50039291381840,4
2018-02-20,Gurkha's Spice World,UB6 9QD,-0.35731110000000,51.52823940000000,2
2019-03-04,Gurkin Catering,NW10 6TD,-0.25845700000000,51.52575200000000,5
2019-02-08,Gurnell Food & Wines,W13 0AL,-0.33229650000000,51.52828210000000,2
2018-11-12,Gurnell Grove Community Centre,W13 0AE,-0.33239200000000,51.52685370000000,Exempt
2019-03-20,Gurnell Leisure Centre,W13 0AL,-0.33237498998642,51.52867126464840,Exempt
2017-12-20,H & S Cash And Carry,W13 9QR,-0.31678640000000,51.50321450000000,2
2016-12-15,H J Dixon Pharmacy,UB1 2PT,-0.37556850000000,51.51876390000000,Exempt
2018-08-15,H M Halal Meat,UB1 1LZ,-0.38552450000000,51.51235490000000,5
2019-02-26,Hackney Pantry,,,,5
,Hadrian's Italian Cuisine Acton,W3 6AY,-0.26553420000000,51.50852910000000,AwaitingInspection
2018-08-16,Haji Baba,NW10 7LW,-0.27010400000000,51.52843300000000,5
2018-10-12,Hakikat Food Centre,W3 6QX,-0.26859900000000,51.50691000000000,3
2019-04-15,Halal Meat Centre,UB6 9PT,-0.35416110000000,51.52843800000000,5
2019-04-10,Hamdi Restaurant And Cafe,UB2 5AB,-0.38398380000000,51.50213640000000,1
2018-10-02,Hamza,UB1 1QF,-0.38178850000000,51.51204260000000,1
2017-08-08,Handmade In Ealing,NW10 6HJ,-0.26392099261284,51.52953720092770,5
2018-08-16,Hanger Lane Food & Wine,W5 1ET,,,3
2018-03-16,Hanger Lane Post Office,W5 3QS,-0.29198300838471,51.52896881103520,5
2019-01-15,Hanif Halal Meat,UB1 1LX,-0.38465000000000,51.51222600000000,0
2017-03-01,Hanwell Bunnies Pre-School,W7 1DJ,-0.33435100000000,51.51005600000000,5
2019-07-23,Hanwell Cafe,W7 3TH,-0.33988640000000,51.50868740000000,3
2019-01-23,Hanwell Cafe,W7 1AG,-0.33948390000000,51.52212540000000,2
2012-09-06,Hanwell Clock Restaurant,W7 3SP,-0.33843260000000,51.50903550000000,Exempt
2017-04-27,Hanwell Conservative Club,W7 3PP,-0.33150899410248,51.50898361206050,5
2015-11-26,Hanwell Fishmongers,W7 3ST,-0.33621720000000,51.50893220000000,4
2019-02-27,Hanwell Grocers,W7 3DA,-0.34048550000000,51.52232840000000,4
2019-02-09,Hanwell Halal,W7 3ST,-0.33754360000000,51.50891500000000,3
2019-01-08,Hanwell House Residential Care Home,W7 2HW,-0.33182500000000,51.50348300000000,3
2019-02-23,Hanwell Kebab,W7 3TT,-0.33806400000000,51.50823000000000,1
2018-09-18,Hanwell Montessori,W7 3DU,-0.33414301276207,51.50551223754880,5
2018-08-16,Hanwell News,W7 3SU,-0.33758150000000,51.50866370000000,3
2019-02-23,Hanwell Pizza,W7 3TB,-0.34070890000000,51.50825840000000,1
2018-08-16,Hanwell Post Office,W7 3SZ,-0.33727198839188,51.50900268554690,Exempt
2018-08-16,Hanwell Service Station,W7 1DH,-0.33453100919723,51.50948333740230,5
2019-03-14,Hanwell Town FC,UB6 8UT,-0.32777699828148,51.53219985961910,5
2019-03-22,Happy Choo Choo Nursery,W7 1AG,-0.33843800000000,51.52249600000000,4
2018-09-25,Happy Coffee And Tea House,W13 9SB,-0.31595230000000,51.50161090000000,1
,Happy Dosa Corner,UB1 1SQ,-0.37758699059486,51.50793838500980,AwaitingInspection
2018-02-26,Happy Feet Day Nursery,W3 9HG,-0.27570599317551,51.51409912109380,3
2018-06-12,Happy Garden,W13 9RJ,-0.31960500000000,51.50532320000000,4
2018-07-02,Happy Shop,UB5 6EE,-0.38598590000000,51.53314250000000,3
2018-11-15,Happy Todds,UB5 6EY,-0.38850380000000,51.53083910000000,4
2019-01-22,Happy Todds Clubhouse,W13 8DL,-0.32164160000000,51.52556740000000,3
2019-08-05,Happy's Kitchen At The Old Hat,W13 0SY,-0.32524099946022,51.51054763793950,4
2017-03-16,Haran News,UB5 4TA,-0.35608040000000,51.55280710000000,4
2017-02-01,Harbour Food & Wine,UB6 8PX,-0.34639120000000,51.54233890000000,4
2016-12-05,Hardy's Newsagent,UB1 2LF,-0.37140400000000,51.51685300000000,5
2019-01-05,Hare & Tortoise,W5 2NX,-0.30206799507141,51.51557540893550,5
2019-02-13,Harissons At Lady Margaret Primary School,UB1 2NH,-0.37405899167061,51.52405548095700,2
2019-02-22,Harkin Catering At Sudbury Golf Club,HA0 1AL,-0.31243000000000,51.54930000000000,3
2018-02-26,Harriosns At Springhallow School,W13 0JG,-0.32814300000000,51.51745800000000,5
2018-02-26,Harriosns At St Ann's School,W7 3JP,-0.33862910000000,51.51036920000000,5
2017-02-08,Harris & Hoole,W5 2NH,-0.30345520000000,51.51376860000000,5
2017-06-23,Harris Stores,W3 7AQ,-0.25847600000000,51.51449460000000,3
2018-08-14,Harrisons,W5 1QY,-0.31550090000000,51.52594700000000,5
2019-09-11,Harrisons At Allenby Primary School,UB1 2HX,-0.36492000000000,51.52248000000000,5
2019-09-13,Harrisons At Beaconsfield Primary School,UB1 1DR,-0.38302698731422,51.50773239135740,5
2018-05-01,Harrisons At Belvue School,UB5 6AG,-0.36505700000000,51.54276100000000,4
2019-05-22,Harrisons At Berrymede Infant School,W3 8RN,-0.27325600000000,51.50304000000000,5
2018-07-18,Harrisons At Berrymede Junior School,W3 8SJ,-0.27360700000000,51.50250500000000,2
2019-03-14,Harrisons At Brentside Primary Academy,W7 1JL,-0.33638000000000,51.52556000000000,4
2018-11-07,Harrisons At Castlebar Special School,W13 0DH,-0.32888498902321,51.52279281616210,5
2019-03-12,Harrisons At Clifton Primary School,UB2 5QP,-0.38208800554276,51.49842453002930,4
2019-07-10,Harrisons At Costons Primary School,UB6 9JU,-0.35078400000000,51.53388400000000,5
2019-03-07,Harrisons At Derwentwater Primary School,W3 6SA,-0.26882800459862,51.51001739501950,5
2019-03-01,Harrisons At Drayton Green Primary School,W13 0LA,-0.32341599464416,51.51510620117190,5
2019-02-07,Harrisons At Durdans Park Primary School,UB1 2PQ,-0.37612900137901,51.52340316772460,2
2018-03-01,Harrisons At Ealing Alternative Provision,W13 0LR,-0.32965001463890,51.51923370361330,5
2018-07-19,Harrisons At East Acton Primary School,W3 7HA,-0.25627900000000,51.51143900000000,5
2019-07-10,Harrisons At Edward Betham CE Primary School,UB6 9JT,-0.34957200000000,51.53468500000000,5
2018-07-17,Harrisons At Fielding Primary School,W13 9TE,-0.32083400000000,51.50144600000000,5
2018-11-06,Harrisons At Grange Primary School EYFS Building,W5 4HN,-0.30557098984718,51.50390625000000,5
2018-11-06,Harrisons At Grange Primary School Main Building,W5 4HN,-0.30557098984718,51.50390625000000,5
2018-12-06,Harrisons At Greenwood Primary School,UB5 4QG,,,5
2018-05-18,Harrisons At Havelock Primary School,UB2 4PA,,,4
2019-06-03,Harrisons At Hobbayne Primary School,W7 1HA,-0.33743199706078,51.51610565185550,5
2018-10-30,Harrisons At Horsenden Primary School,UB6 0PB,-0.33571299910545,51.55018997192380,5
2019-02-14,Harrisons At John Perryn Primary School,W3 7PD,-0.25526390000000,51.51897010000000,5
2018-03-09,Harrisons At Khalsa Primary School,UB2 4LA,-0.37043900000000,51.49503400000000,5
2017-11-20,Harrisons At Little Ealing Primary School,W5 4EA,-0.30839500000000,51.49806600000000,5
2019-03-07,Harrisons At Mandeville School,UB6 0PA,-0.33606699109077,51.55078125000000,5
2017-09-06,Harrisons At Mayfield Primary School,W7 3RT,-0.34752650000000,51.52095300000000,5
2019-03-21,Harrisons At Montpelier Primary School,W5 2QT,-0.30100101232529,51.52334594726560,5
2017-11-20,Harrisons At Mount Carmel RC Primary School,W5 4EA,-0.30839500000000,51.49806600000000,4
2018-03-14,Harrisons At North Ealing Primary School,W5 1RP,-0.31801060000000,51.52591110000000,5
2018-03-05,Harrisons At North Primary School,UB1 2JE,-0.37414960000000,51.51287220000000,5
2019-03-11,Harrisons At Oaklands Primary School,W7 2DP,-0.33226099610329,51.50457763671880,5
2019-05-24,Harrisons At Oldfield Primary School,UB6 8PR,-0.34837099909782,51.53762817382810,5
2019-07-18,Harrisons At Our Lady Of The Visitation Primary School,UB6 9AN,-0.35258400000000,51.52595100000000,5
2018-06-06,Harrisons At Perivale Primary School,UB6 7AP,-0.31083820000000,51.53740830000000,5
2018-10-01,Harrisons At Petts Hill Primary School,UB5 4HB,-0.36201199889183,51.55326843261720,4
2018-02-27,Harrisons At Selborne Primary School,UB6 8JD,-0.33489400148392,51.53707885742190,5
2019-03-04,Harrisons At Southfield Primary School,W4 1BD,-0.25673699378967,51.50133895874020,5
2018-11-09,Harrisons At St Anselms Catholic Primary School,UB2 4DH,-0.38099399209022,51.50167083740230,5
2019-02-13,Harrisons At St Gregory's RC Primary School,W5 1SL,-0.30818000000000,51.52450100000000,5
2019-02-26,Harrisons At St John Fisher RC Primary School,UB6 7AF,,,5
2017-10-18,Harrisons At St John's Primary School,W13 0NY,-0.32602199912071,51.51243591308590,5
2019-09-12,Harrisons At St Joseph RC Primary School,W7 3HU,,,5
2018-09-13,Harrisons At St Marks Primary School,W7 2NR,-0.34180599451065,51.50755310058590,5
2018-11-13,Harrisons At St Mary's CE Primary School,UB2 4LE,-0.36569198966026,51.49523925781250,4
2017-10-05,Harrisons At St Raphael's RC Primary School,UB5 6NL,-0.40271800756455,51.53594207763670,5
2018-03-13,Harrisons At Stanhope Primary School,UB6 9EG,-0.35599300265312,51.52696228027340,5
2018-03-15,Harrisons At Three Bridges Primary School,UB2 4HT,-0.36325499415398,51.50054550170900,5
2018-09-12,Harrisons At Tudor Primary School,UB1 1NX,-0.38457700610161,51.51359939575200,5
2018-09-26,Harrisons At Vicars Green Primary School,HA0 1DP,-0.30938598513603,51.53513717651370,4
2018-07-18,Harrisons At West Acton Primary School,W3 0JL,-0.27967000000000,51.51752200000000,5
2018-09-18,Harrisons At West Twyford Primary School,NW10 7DN,-0.28260400891304,51.53416442871090,5
2019-02-08,Harrisons At Willow Tree Primary School,UB5 5FE,-0.37800198793411,51.55021667480470,5
2018-10-30,Harrisons At Wolfields Primary School,UB2 4JS,-0.37653730000000,51.49679090000000,5
2019-01-30,Harrisons At Wood End Infant School,UB5 4LB,-0.35056000947952,51.55284500122070,2
2018-11-05,Harrisons At Woodlands Academy,W13 0DH,-0.32888498902321,51.52279281616210,4
2019-04-08,Harry's Bar,W3 6AF,-0.26251998543739,51.51786422729490,3
2018-03-12,Harry's Fish Bar,UB1 2QD,-0.37338370000000,51.52870610000000,3
2018-09-13,Harsh Off Licence,UB1 2NN,-0.37271060000000,51.52817520000000,3
